"","age","female","married","employed","edu","ftotval","inctot","health"
"1324",47,1,1,1,18,129242,128021,2
"1325",61,1,1,0,12,128602,8,5
"1326",48,0,1,1,14,164931,100323,1
"1327",59,0,1,1,14,185024,160012,2
"1328",54,0,1,1,12,38000,18000,2
"1329",34,1,1,1,16,69000,50000,2
"1330",57,1,0,0,11,12431,12431,5
"1331",56,1,1,1,16,166382,102382,3
"1332",52,0,1,1,21,380000,3e+05,3
"1333",37,1,1,1,16,121749,8003,2
"1334",52,0,0,1,14,59050,14410,2
"1335",32,0,1,1,19,100800,100400,1
"1336",57,0,0,1,14,11040,11040,4
"1337",28,0,1,1,12,81000,31000,2
"1338",44,1,1,1,16,267132,172100,1
"1339",55,0,1,1,14,222417,115785,2
"1340",44,0,1,1,18,130355,90323,2
"1341",51,1,1,1,16,88503,70003,1
"1342",20,1,0,1,12,132816,6459,4
"1343",34,0,0,1,14,68575,68575,3
"1344",45,0,1,1,18,80022,50011,1
"1345",41,0,1,1,14,122591,72581,2
"1346",28,0,0,0,16,29304,9304,2
"1347",51,0,0,0,14,0,0,3
"1348",25,1,0,1,16,22000,22000,1
"1349",53,0,0,1,12,49167,30022,3
"1350",19,1,0,0,12,10000,10000,1
"1351",42,1,1,1,14,378490,301970,1
"1352",57,0,1,1,12,44803,27144,2
"1353",45,0,1,1,18,232277,59853,1
"1354",52,0,0,1,12,97378,23296,3
"1355",39,0,1,1,14,89034,89032,2
"1356",55,1,0,1,16,10901,8791,3
"1357",54,0,1,0,14,49034,25000,5
"1358",62,0,1,0,12,236098,139170,5
"1359",33,1,0,1,12,19200,19200,3
"1360",62,0,0,1,14,61801,61801,1
"1361",42,1,1,1,18,273258,110255,1
"1362",42,1,0,1,14,63119,45270,2
"1363",46,0,1,1,12,78200,47000,3
"1364",36,0,1,1,14,217420,87110,2
"1365",49,0,0,1,12,69856,21000,3
"1366",35,1,1,1,12,64372,33010,2
"1367",22,0,0,1,14,197685,6662,1
"1368",60,1,1,1,18,58960,18480,1
"1369",57,0,1,1,9,78048,38024,4
"1370",26,1,0,1,14,30000,30000,2
"1371",56,1,0,1,14,21555,21555,2
"1372",30,1,1,1,14,129400,31300,1
"1373",44,1,0,1,16,38299,26000,3
"1374",27,1,0,1,16,15001,15001,1
"1375",54,0,1,1,14,115518,70008,3
"1376",35,1,1,1,16,186045,4002,1
"1377",63,1,0,1,18,150940,150940,2
"1378",35,1,0,1,12,60147,60147,1
"1379",62,0,1,1,14,80000,40000,1
"1380",37,0,0,1,12,60014,60014,2
"1381",38,0,1,1,12,100113,50110,2
"1382",51,0,1,1,12,72000,30000,2
"1383",52,0,1,1,16,155010,55005,2
"1384",35,0,0,1,16,113409,77009,3
"1385",63,1,1,1,14,489738,12171,3
"1386",24,1,0,1,12,8200,8200,3
"1387",45,0,1,1,16,240016,195008,1
"1388",39,1,0,1,12,19001,19001,2
"1389",33,1,1,0,14,157157,0,3
"1390",44,1,1,1,14,84702,32000,3
"1391",33,1,1,1,14,86299,25050,2
"1392",64,1,0,0,12,100287,10247,5
"1393",22,0,0,1,14,26008,26008,3
"1394",36,0,1,1,16,301129,262048,2
"1395",44,1,0,1,14,84104,84104,3
"1396",57,0,1,0,12,0,0,2
"1397",63,1,0,1,12,30040,30040,3
"1398",41,0,1,1,21,199190,115190,1
"1399",20,0,0,0,14,35008,2,1
"1400",44,1,0,1,18,154462,153262,3
"1401",42,0,0,1,16,100160,100160,1
"1402",35,1,1,0,6,35320,0,3
"1403",39,0,1,1,16,230025,135005,1
"1404",21,1,0,0,14,55010,0,1
"1405",40,0,1,1,14,130000,130000,2
"1406",24,0,0,1,16,500086,500086,1
"1407",51,0,1,1,12,86580,63042,3
"1408",62,1,0,0,21,30000,0,3
"1409",44,1,0,1,12,49006,49006,3
"1410",40,1,1,0,8,48000,0,5
"1411",52,1,0,1,16,106836,81035,1
"1412",40,0,0,1,12,32000,32000,2
"1413",59,1,0,1,16,178948,178948,3
"1414",42,1,1,0,14,46106,6650,3
"1415",49,0,0,1,12,20029,20029,2
"1416",23,0,0,1,16,0,0,2
"1417",40,0,0,1,16,46006,46006,3
"1418",50,0,1,1,14,141960,56675,2
"1419",42,0,1,1,16,65000,25000,1
"1420",44,0,1,1,12,70838,46000,3
"1421",62,0,1,0,14,39,0,4
"1422",30,0,0,1,14,71541,71541,3
"1423",44,0,1,1,18,96763,61457,2
"1424",50,0,1,1,14,134017,46000,3
"1425",52,0,1,1,12,148025,60003,2
"1426",46,0,1,1,14,155030,119000,3
"1427",24,0,1,1,14,38012,25005,2
"1428",31,0,0,0,11,8364,8364,4
"1429",34,0,0,0,12,28946,10000,2
"1430",26,1,1,0,12,181859,17000,3
"1431",42,1,1,0,14,338099,0,1
"1432",42,0,1,1,18,241864,150556,2
"1433",44,1,1,1,12,107914,15000,2
"1434",61,1,1,0,12,17812,-2997,2
"1435",52,0,0,0,12,45578,0,5
"1436",19,1,0,0,12,144869,0,3
"1437",49,0,1,1,16,81578,48108,2
"1438",53,1,0,0,14,20800,16800,4
"1439",64,1,1,1,14,42916,10147,3
"1440",25,1,1,0,16,30000,0,1
"1441",35,1,0,1,16,14183,2850,1
"1442",49,1,0,1,14,54124,54124,1
"1443",49,1,1,0,16,335011,0,2
"1444",38,0,1,1,12,67800,45000,2
"1445",55,1,0,1,14,26011,26011,3
"1446",42,1,1,1,8,65803,20952,2
"1447",23,1,1,1,14,145005,35000,2
"1448",29,1,0,1,14,20971,20971,2
"1449",50,1,1,1,18,106425,10400,3
"1450",59,1,1,1,14,158720,25375,2
"1451",43,0,1,1,14,120805,68002,2
"1452",31,1,0,1,18,52032,52032,2
"1453",23,1,0,0,14,97770,0,1
"1454",25,1,0,0,14,297373,9000,1
"1455",29,0,0,1,16,107000,107000,1
"1456",47,0,1,1,16,90331,65823,3
"1457",24,0,0,1,14,525907,5000,3
"1458",26,1,0,1,12,24180,24180,2
"1459",48,1,1,1,14,80014,80014,2
"1460",27,1,1,0,12,84030,24000,2
"1461",41,1,0,1,14,49376,20000,3
"1462",52,0,1,1,14,110449,60445,3
"1463",31,1,0,1,18,55171,55171,1
"1464",49,1,1,1,16,204050,143000,1
"1465",39,0,1,1,12,158520,93260,2
"1466",45,0,1,1,16,130000,65000,1
"1467",38,0,1,1,14,72400,70000,3
"1468",64,1,0,0,10,4668,4668,3
"1469",43,0,1,1,16,60867,56067,2
"1470",42,1,0,1,12,67407,25007,3
"1471",61,0,1,1,12,125349,65000,4
"1472",34,1,1,0,14,62000,0,1
"1473",59,0,1,0,14,22408,2868,4
"1474",47,0,0,0,11,10620,10620,4
"1475",30,1,0,1,14,26000,26000,2
"1476",44,0,1,1,8,15024,15024,3
"1477",48,0,1,1,16,70147,65040,2
"1478",50,1,0,0,14,0,0,3
"1479",42,1,1,1,16,154631,32823,1
"1480",34,1,0,0,12,15000,15000,2
"1481",34,1,0,0,14,6336,6336,4
"1482",45,0,1,1,12,153603,98600,2
"1483",35,1,0,1,21,1e+05,1e+05,2
"1484",57,1,1,0,9,19120,19020,3
"1485",26,0,0,0,12,103800,0,1
"1486",61,1,1,1,14,73171,18500,1
"1487",47,0,0,1,14,45000,45000,4
"1488",27,1,0,0,12,9228,9228,3
"1489",29,0,1,1,18,115003,115001,3
"1490",19,1,0,0,8,0,0,1
"1491",62,1,0,0,4,52245,5405,3
"1492",39,1,0,0,14,25500,16000,1
"1493",52,1,1,0,12,20998,11579,5
"1494",48,1,1,1,8,92500,30000,2
"1495",35,1,0,1,18,121200,121200,2
"1496",29,1,1,0,12,24892,2000,4
"1497",53,0,1,1,16,392480,167800,1
"1498",47,1,1,1,16,120490,90490,2
"1499",33,0,1,1,14,105079,50079,1
"1500",51,0,1,1,12,68935,12507,1
"1501",52,1,1,0,14,65787,780,2
"1502",41,0,1,1,14,140722,90908,1
"1503",45,0,1,1,12,158545,51200,2
"1504",30,0,0,0,16,119776,119776,3
"1505",48,1,1,1,14,43659,28000,2
"1506",55,0,0,1,9,52265,52265,3
"1507",47,1,1,0,16,35305,130,1
"1508",25,1,0,0,12,14618,5856,5
"1509",27,1,0,1,16,20005,20005,1
"1510",47,1,0,1,16,60200,41000,3
"1511",36,1,1,0,14,130356,6,1
"1512",29,1,1,1,14,180000,120000,1
"1513",31,1,1,1,14,80000,40000,3
"1514",41,1,1,0,16,132600,1300,2
"1515",64,0,1,1,14,75000,75000,3
"1516",33,0,0,1,18,103460,103460,1
"1517",52,0,1,1,12,92076,58008,1
"1518",39,1,1,1,12,121916,57098,3
"1519",63,1,1,1,16,105674,50000,1
"1520",43,0,0,1,16,35000,35000,2
"1521",39,1,1,1,14,73400,15000,2
"1522",37,1,1,1,12,96800,50000,3
"1523",37,0,0,1,14,38500,38500,2
"1524",26,0,0,1,16,45294,45294,1
"1525",57,1,0,0,12,9840,9840,4
"1526",43,1,1,1,14,90331,20008,4
"1527",35,1,0,1,19,55007,55007,3
"1528",39,0,0,1,14,42549,42549,3
"1529",20,0,0,0,14,78000,2000,1
"1530",27,0,0,1,14,43003,43003,2
"1531",26,1,1,0,18,0,0,3
"1532",42,1,0,1,16,45000,45000,3
"1533",44,0,1,1,12,45120,24960,3
"1534",49,0,1,1,12,153005,58002,1
"1535",51,0,0,0,12,33000,33000,5
"1536",21,1,0,0,14,0,0,2
"1537",23,0,0,1,16,35754,35754,1
"1538",29,1,0,1,12,28623,10100,1
"1539",30,1,0,1,14,26090,26090,1
"1540",51,0,1,1,12,64050,32025,1
"1541",30,1,1,0,12,25000,0,1
"1542",33,0,1,1,16,108100,108100,3
"1543",32,1,1,0,16,99002,0,2
"1544",40,1,1,1,18,41552,41084,1
"1545",61,1,1,0,14,2008,2004,4
"1546",55,1,0,1,12,45000,45000,3
"1547",45,1,1,1,12,18819,10000,4
"1548",44,0,1,1,16,140126,83761,1
"1549",55,1,0,0,12,10295,10295,4
"1550",19,1,0,0,14,65000,0,2
"1551",50,0,1,1,12,91000,21000,3
"1552",61,1,0,0,12,12599,12599,2
"1553",31,0,1,1,16,93349,84347,3
"1554",44,1,1,1,16,126410,35000,1
"1555",59,1,1,1,11,25627,16027,4
"1556",44,0,0,1,12,47247,24200,1
"1557",57,1,1,1,16,283376,43260,1
"1558",36,0,1,1,14,99201,62270,1
"1559",63,1,0,0,14,56705,44741,3
"1560",26,1,0,0,12,5540,5540,1
"1561",49,0,0,0,16,31500,31500,1
"1562",46,0,1,1,16,217086,67038,2
"1563",57,1,1,0,12,75080,40,1
"1564",55,1,1,0,12,65008,0,2
"1565",44,0,1,1,16,61808,47408,2
"1566",50,1,0,1,14,25900,25900,3
"1567",48,0,1,1,12,37000,37000,3
"1568",29,0,1,1,16,132003,52002,2
"1569",29,0,1,0,14,44010,24005,2
"1570",26,1,0,1,14,62600,22000,2
"1571",20,0,0,1,14,22000,22000,1
"1572",45,0,1,0,12,7023,1022,3
"1573",46,0,1,1,16,70036,50000,1
"1574",30,1,1,1,10,41009,30008,2
"1575",49,0,1,1,12,18441,0,3
"1576",64,0,0,0,12,68488,10560,4
"1577",51,0,0,1,10,36434,36434,2
"1578",41,1,1,0,12,60300,900,1
"1579",59,0,0,1,16,154400,154400,2
"1580",30,1,0,1,12,33234,33234,3
"1581",62,1,0,0,16,43083,11350,4
"1582",19,1,0,0,11,223019,0,1
"1583",41,0,0,1,16,24000,24000,3
"1584",44,0,1,1,18,810200,775000,1
"1585",20,1,0,0,12,0,0,2
"1586",51,0,1,1,12,213571,113171,2
"1587",26,1,0,0,12,35434,10847,3
"1588",46,1,0,0,12,38644,32644,2
"1589",34,1,1,0,12,66548,56000,3
"1590",62,1,1,1,16,478655,62293,2
"1591",41,1,1,1,18,178750,83750,1
"1592",36,0,1,1,16,65057,40000,1
"1593",32,1,1,0,6,3500,1500,3
"1594",36,0,1,1,16,191058,191058,1
"1595",34,0,0,1,12,21935,21935,3
"1596",48,0,1,1,16,302800,201200,1
"1597",32,0,1,1,16,107205,77180,2
"1598",20,1,0,0,14,40000,4000,1
"1599",32,1,0,1,14,26000,26000,1
"1600",20,1,0,0,14,67034,5000,1
"1601",23,0,0,0,16,199003,6000,1
"1602",57,0,1,1,16,161694,80758,1
"1603",39,1,0,0,14,17640,8820,5
"1604",23,1,1,1,12,59200,20200,3
"1605",39,1,0,1,18,30500,30500,3
"1606",52,1,1,0,21,349884,85924,4
"1607",50,0,1,1,10,30544,15000,2
"1608",34,0,1,1,14,82000,52000,2
"1609",42,0,1,1,16,112035,112035,3
"1610",38,1,1,1,16,153051,37248,2
"1611",37,0,0,1,6,35000,35000,2
"1612",32,0,1,1,14,42002,40002,2
"1613",42,0,1,1,18,275500,200300,1
"1614",47,0,1,1,19,100224,92048,2
"1615",56,0,1,1,16,198548,130379,2
"1616",42,1,1,1,18,139700,68600,1
"1617",60,0,0,1,12,20000,20000,2
"1618",26,0,0,0,19,72817,72817,1
"1619",35,0,0,1,12,32278,32278,3
"1620",42,0,1,1,18,176144,176126,1
"1621",28,0,1,1,16,118154,82106,1
"1622",40,1,0,0,14,6600,6600,1
"1623",27,0,1,1,14,85026,55026,1
"1624",55,0,1,1,12,205499,205499,3
"1625",64,1,0,0,12,8395,8395,3
"1626",25,0,0,0,12,35000,0,2
"1627",48,0,1,1,6,80400,30000,3
"1628",25,0,0,1,12,28782,13202,3
"1629",44,0,1,1,16,90735,80035,1
"1630",33,0,0,1,10,55001,39999,1
"1631",30,1,0,1,14,76563,25500,1
"1632",29,0,0,1,16,88009,88009,1
"1633",35,1,0,1,14,112191,64191,1
"1634",34,0,0,0,11,8747,8747,2
"1635",36,1,1,0,16,48236,183,1
"1636",29,1,1,1,11,35000,35000,1
"1637",33,0,0,1,14,14220,12000,1
"1638",32,1,0,0,8,0,0,3
"1639",44,1,1,1,18,235000,77600,3
"1640",44,0,1,1,14,93203,57003,3
"1641",40,0,1,0,12,35007,0,3
"1642",19,1,0,1,12,118800,28800,1
"1643",25,0,0,0,11,45000,0,5
"1644",34,0,0,0,10,13000,0,3
"1645",53,1,1,1,14,131400,64100,2
"1646",64,0,0,1,12,77009,18004,4
"1647",60,0,0,0,14,34872,34872,3
"1648",45,0,1,1,11,24000,24000,1
"1649",36,1,1,1,10,42000,0,3
"1650",45,0,0,1,14,81468,61258,1
"1651",31,1,1,0,14,28000,0,4
"1652",59,1,0,1,14,18803,18803,3
"1653",28,1,0,1,21,50000,50000,1
"1654",36,0,1,1,16,145000,1e+05,1
"1655",33,1,1,1,14,141205,83202,2
"1656",28,0,0,1,16,103626,103626,2
"1657",24,0,0,1,14,112953,43557,2
"1658",59,0,1,1,16,1148444,504222,1
"1659",35,0,0,1,12,20000,20000,1
"1660",23,0,0,1,12,58000,58000,1
"1661",21,1,0,0,12,59023,33015,2
"1662",47,1,0,1,12,61263,61263,2
"1663",22,1,0,1,14,54000,8000,1
"1664",53,0,1,1,19,224849,200846,4
"1665",42,0,0,1,11,38001,38001,1
"1666",61,0,1,0,12,105400,105400,2
"1667",51,1,1,1,16,238154,85700,3
"1668",33,0,0,0,12,134050,12550,4
"1669",30,0,1,1,18,60264,36250,3
"1670",21,0,1,0,12,5000,5000,1
"1671",38,0,1,1,14,111040,67040,1
"1672",58,0,0,1,12,30000,30000,3
"1673",51,0,1,1,14,53958,43205,3
"1674",37,1,1,0,14,52598,147,1
"1675",29,1,1,1,11,52000,20800,2
"1676",56,1,1,1,12,74126,38417,3
"1677",62,0,1,1,12,132700,119350,2
"1678",48,1,1,1,14,240810,2,3
"1679",47,0,1,1,12,70047,50000,2
"1680",46,0,1,1,12,113000,65000,1
"1681",35,1,1,1,14,103048,48040,2
"1682",51,1,1,1,14,108002,90002,2
"1683",44,1,1,0,16,115774,12,1
"1684",53,1,1,1,14,90008,6000,3
"1685",23,0,0,0,14,41890,1800,1
"1686",33,1,1,0,14,37000,0,3
"1687",61,0,1,1,16,211006,180003,2
"1688",40,0,0,1,12,81487,43987,1
"1689",28,0,0,1,12,27000,27000,1
"1690",63,0,1,1,12,120337,60000,3
"1691",23,1,0,0,11,0,0,1
"1692",39,0,1,1,16,486613,177600,1
"1693",39,0,0,1,11,59000,14000,1
"1694",19,1,0,1,8,141000,4000,1
"1695",28,0,0,0,14,113307,14400,5
"1696",49,1,0,1,14,161473,161419,1
"1697",40,1,1,1,16,118305,59304,2
"1698",33,0,1,0,16,78000,0,1
"1699",40,1,1,0,14,45084,36,2
"1700",63,1,1,1,14,110130,70040,3
"1701",44,1,1,0,16,110260,30050,1
"1702",37,0,0,1,12,7000,7000,1
"1703",43,1,1,1,12,74003,11200,3
"1704",61,0,0,1,12,40000,40000,2
"1705",33,0,1,1,16,170379,70015,1
"1706",51,1,1,0,14,87910,11832,3
"1707",32,0,0,0,12,32579,0,1
"1708",49,1,1,1,12,86711,32000,2
"1709",41,0,1,1,14,49016,42005,2
"1710",43,0,0,1,16,72540,72540,1
"1711",49,0,1,1,14,75000,55000,2
"1712",54,0,1,1,18,167736,152618,1
"1713",57,1,1,0,11,47000,9000,5
"1714",21,0,0,1,12,36700,0,1
"1715",46,1,1,0,9,30014,7,5
"1716",29,0,1,1,18,215145,95115,1
"1717",53,0,0,0,8,16908,16908,2
"1718",51,0,1,1,12,119169,65169,3
"1719",24,1,0,1,14,79152,29000,1
"1720",44,1,1,1,14,110010,45002,1
"1721",50,0,0,0,12,68981,6000,2
"1722",56,1,0,0,12,264,264,4
"1723",30,1,0,1,14,249964,9621,2
"1724",19,1,0,1,14,7277,7277,1
"1725",57,0,0,0,18,8459,8459,4
"1726",45,0,1,1,18,156559,103616,3
"1727",49,0,1,1,12,112129,50081,1
"1728",46,0,1,1,18,132424,66016,1
"1729",43,1,1,0,16,259688,661,1
"1730",50,0,1,1,12,176926,100253,3
"1731",40,1,1,1,18,108000,48000,3
"1732",26,0,0,1,14,35010,35010,1
"1733",26,0,0,1,14,45000,45000,2
"1734",52,1,1,0,12,8400,8400,4
"1735",32,1,0,1,16,66503,11310,2
"1736",55,0,0,1,18,117392,117392,1
"1737",24,1,0,1,16,82300,50000,1
"1738",57,0,1,1,16,93076,57505,2
"1739",53,1,1,1,12,198000,150000,2
"1740",26,0,0,0,16,124736,0,2
"1741",36,0,1,1,16,118000,70000,1
"1742",21,0,0,1,12,33200,19040,2
"1743",27,1,1,0,16,50016,8,2
"1744",60,0,1,0,12,38985,36543,1
"1745",49,0,1,1,16,75308,18004,1
"1746",52,1,0,0,12,66006,0,3
"1747",26,1,0,0,16,10002,10002,1
"1748",32,1,1,1,10,60000,0,1
"1749",36,1,1,0,12,120042,32,1
"1750",38,0,1,1,12,35002,12001,3
"1751",62,1,0,1,14,88050,88050,3
"1752",53,0,0,0,12,15662,15662,4
"1753",31,1,0,1,14,45000,45000,3
"1754",48,0,0,1,14,75000,75000,3
"1755",21,1,0,0,14,0,0,1
"1756",19,1,0,1,12,26521,16500,1
"1757",48,0,1,1,14,88355,53631,1
"1758",39,0,1,1,14,48378,25000,3
"1759",30,1,1,0,14,50106,106,1
"1760",45,0,1,1,14,464923,450808,2
"1761",38,0,1,1,19,130050,1e+05,1
"1762",60,1,1,0,12,58544,11048,5
"1763",37,1,1,1,6,38000,8000,4
"1764",45,0,1,1,18,138687,84457,1
"1765",22,1,0,1,14,90323,15000,2
"1766",39,0,0,1,12,94491,90191,1
"1767",39,1,1,1,16,158740,68432,2
"1768",64,1,1,1,21,362809,121005,2
"1769",63,1,1,1,12,74100,23600,3
"1770",30,0,0,1,12,57800,57800,3
"1771",36,0,0,1,12,38277,38277,3
"1772",26,1,0,1,14,37887,17400,3
"1773",39,0,1,1,14,101110,101105,2
"1774",42,0,1,1,16,81799,31210,1
"1775",48,0,1,1,14,37028,-6000,3
"1776",34,0,0,1,12,17010,17010,2
"1777",37,0,0,1,16,77933,77933,4
"1778",56,1,1,1,14,78569,36400,4
"1779",39,0,1,1,16,200004,200002,2
"1780",40,1,0,1,12,45432,45432,1
"1781",38,1,1,1,14,140550,550,1
"1782",35,1,0,1,16,119566,12102,2
"1783",35,1,0,1,12,40000,40000,2
"1784",53,1,1,0,12,202388,2388,2
"1785",29,0,1,0,14,45102,45102,1
"1786",54,1,0,0,10,8820,8820,4
"1787",34,0,1,1,16,105220,75110,1
"1788",25,1,0,1,16,35000,35000,1
"1789",19,0,0,0,9,58760,0,1
"1790",20,0,0,1,14,144010,12000,1
"1791",41,1,1,0,16,68000,28000,5
"1792",48,1,1,0,12,65296,0,3
"1793",62,0,1,1,14,137864,134847,3
"1794",43,0,1,0,14,70459,9659,4
"1795",63,1,0,0,16,21337,21337,2
"1796",53,1,1,0,6,57008,0,4
"1797",62,0,0,1,14,12260,12260,1
"1798",21,0,0,1,12,51400,23400,2
"1799",43,0,1,1,21,106535,71130,3
"1800",24,0,0,1,12,84320,7000,2
"1801",38,0,1,1,12,98024,35000,3
"1802",45,0,0,1,16,19000,19000,3
"1803",42,1,1,0,12,23244,244,2
"1804",45,1,1,1,12,134227,35674,2
"1805",46,0,0,1,16,78726,32023,3
"1806",61,0,1,0,12,76000,36000,3
"1807",42,1,1,0,11,38000,0,2
"1808",58,0,1,1,12,99050,78040,1
"1809",46,1,1,1,12,155032,25000,3
"1810",30,0,0,1,18,327553,75288,1
"1811",52,0,1,1,14,104457,66000,2
"1812",60,0,1,1,12,36328,25000,1
"1813",38,0,0,1,12,10101,10101,1
"1814",47,1,1,1,14,117032,37017,1
"1815",48,1,1,0,6,17000,0,3
"1816",32,0,0,1,21,40260,40260,2
"1817",19,1,0,0,12,4560,4560,2
"1818",64,0,1,1,12,34000,11000,2
"1819",22,0,0,0,14,164331,15315,3
"1820",33,0,0,1,16,105000,105000,4
"1821",39,1,1,0,18,47125,2100,3
"1822",61,1,0,1,16,150000,150000,1
"1823",64,0,1,0,18,51759,26394,4
"1824",21,1,0,1,14,125139,9013,1
"1825",35,1,1,1,16,323450,121700,1
"1826",55,0,0,1,19,350140,350140,4
"1827",42,0,1,1,16,102008,88008,1
"1828",23,0,0,1,10,19000,19000,1
"1829",52,0,0,0,11,150010,0,1
"1830",36,0,0,1,16,302982,302982,2
"1831",37,1,1,1,14,47000,4000,2
"1832",28,0,0,0,12,56050,0,5
"1833",63,1,1,1,14,135859,55000,2
"1834",38,0,1,1,12,71499,36480,2
"1835",46,1,1,1,14,251450,28000,3
"1836",55,0,1,1,14,270838,70000,1
"1837",57,1,1,0,12,37500,30000,2
"1838",36,0,1,1,16,93204,75129,2
"1839",20,0,0,1,14,15000,15000,1
"1840",45,1,1,0,12,37000,9000,5
"1841",63,0,1,0,12,45458,19455,1
"1842",39,1,0,1,14,38001,38001,2
"1843",58,1,0,1,12,37000,28000,2
"1844",37,0,1,1,12,79050,65000,1
"1845",60,1,0,0,18,78000,78000,2
"1846",41,1,0,1,18,80020,80020,1
"1847",55,0,1,0,12,153709,79209,4
"1848",30,1,0,1,12,108000,32000,2
"1849",26,1,0,0,14,0,0,3
"1850",34,0,1,1,16,111150,65145,2
"1851",42,0,1,1,21,152370,152370,1
"1852",38,1,1,1,18,119169,14589,2
"1853",40,0,1,1,12,70000,50000,1
"1854",37,1,0,0,18,8000,8000,1
"1855",38,1,0,0,14,18604,18604,5
"1856",19,0,0,1,10,0,0,1
"1857",34,1,1,1,19,180913,90483,3
"1858",24,0,0,1,12,42502,42502,1
"1859",48,1,0,0,14,11927,11927,4
"1860",43,1,0,1,18,77002,77002,2
"1861",19,0,0,0,12,171628,0,1
"1862",25,1,0,0,12,35000,17000,2
"1863",41,0,1,1,12,52300,21000,3
"1864",41,0,0,1,12,35018,35018,2
"1865",24,1,0,1,16,43520,43520,1
"1866",28,0,1,1,14,61430,60025,1
"1867",62,1,1,0,14,72059,0,2
"1868",42,0,1,1,14,120305,92002,2
"1869",41,1,1,1,14,165336,98000,3
"1870",32,0,0,1,16,141514,141514,3
"1871",41,0,1,1,12,52162,47560,2
"1872",30,1,0,0,14,300,300,2
"1873",51,1,1,1,12,281023,123009,3
"1874",64,1,1,1,21,131230,109200,1
"1875",43,0,1,1,16,105905,69926,2
"1876",53,1,0,1,18,190945,190945,1
"1877",41,1,1,1,11,92408,26600,3
"1878",52,0,1,1,12,37000,37000,3
"1879",56,1,1,1,18,163753,91753,2
"1880",28,0,0,0,12,35319,35319,3
"1881",38,0,1,1,18,250491,250165,1
"1882",52,0,1,1,14,139228,123228,3
"1883",51,0,0,0,14,23000,23000,4
"1884",38,0,1,0,16,15000,15000,1
"1885",46,1,1,1,16,140126,56365,1
"1886",53,1,1,0,16,24096,0,3
"1887",23,0,0,1,11,85800,17000,4
"1888",48,1,1,1,16,58038,17038,2
"1889",42,0,1,1,14,34406,34406,3
"1890",41,1,0,1,8,1800,1800,2
"1891",58,1,1,1,12,57100,40000,2
"1892",30,1,1,0,12,39000,0,2
"1893",20,1,0,1,14,137648,4800,2
"1894",19,0,0,0,12,15200,14000,4
"1895",20,1,0,1,14,172000,51000,1
"1896",49,1,0,0,14,20188,11920,3
"1897",50,1,1,1,18,355040,197540,1
"1898",29,0,1,1,14,142008,90005,2
"1899",37,1,1,0,9,50000,0,3
"1900",52,0,0,1,14,60000,60000,2
"1901",31,0,1,1,14,101000,60000,2
"1902",19,0,0,1,12,129680,3900,2
"1903",40,0,1,1,8,15000,15000,2
"1904",41,0,1,1,21,323000,229999,1
"1905",41,0,1,1,12,100640,79324,1
"1906",22,0,0,1,14,180765,44040,2
"1907",20,0,0,0,12,0,0,1
"1908",48,1,1,1,16,1165999,66000,1
"1909",36,0,1,1,12,102004,60002,1
"1910",37,1,0,1,12,33700,33700,2
"1911",52,1,0,1,12,47920,35022,2
"1912",52,1,1,1,12,63049,25100,3
"1913",62,1,0,1,14,8581,8581,3
"1914",25,0,0,1,8,30000,15000,3
"1915",26,1,0,1,14,20001,20001,1
"1916",34,0,1,1,12,54527,45101,1
"1917",42,1,1,1,16,63009,63009,1
"1918",56,1,1,1,12,382056,145778,2
"1919",62,1,0,1,18,110288,110288,2
"1920",56,0,1,1,12,85018,68001,2
"1921",22,0,0,1,14,146677,15575,1
"1922",37,0,0,1,16,61020,61020,1
"1923",54,1,1,1,14,40100,100,2
"1924",22,1,0,1,14,231012,26000,1
"1925",34,0,1,1,18,73294,72222,2
"1926",25,0,1,1,12,65360,35360,3
"1927",21,0,0,1,14,132816,22526,1
"1928",32,1,0,1,16,62506,62506,1
"1929",48,1,0,1,12,25702,25702,1
"1930",47,1,1,1,16,1145930,9910,1
"1931",44,0,1,1,9,39790,39790,1
"1932",36,0,1,1,12,99600,51000,1
"1933",34,1,1,1,18,128504,91002,2
"1934",38,1,1,1,12,44000,32000,3
"1935",42,0,1,1,16,60005,60002,3
"1936",64,1,0,0,14,231488,43716,1
"1937",29,0,1,1,12,79000,18000,1
"1938",42,0,0,1,14,59964,58764,4
"1939",32,0,1,1,18,136557,135554,2
"1940",26,1,0,1,16,30000,12000,1
"1941",25,1,0,1,14,23001,23001,2
"1942",60,0,1,1,16,103800,100400,1
"1943",25,1,0,1,14,152606,29459,2
"1944",26,1,1,1,16,133000,43000,2
"1945",26,0,0,1,12,160200,8400,2
"1946",49,1,0,0,14,9323,9323,5
"1947",43,1,1,1,14,115076,10038,3
"1948",28,0,0,1,14,163000,0,3
"1949",39,0,1,1,16,82064,39032,1
"1950",36,0,1,0,12,51725,7325,1
"1951",57,1,1,1,12,171160,40000,3
"1952",28,0,0,0,8,26000,26000,2
"1953",39,1,1,1,10,8374,8000,4
"1954",59,0,0,1,14,70308,29980,3
"1955",32,0,1,1,16,83249,39099,1
"1956",48,1,0,0,12,63961,63961,4
"1957",59,1,1,0,16,258000,0,3
"1958",29,0,0,1,14,106388,13934,4
"1959",57,1,1,1,19,232802,80000,1
"1960",22,1,0,0,14,30000,30000,1
"1961",60,1,0,1,14,48002,48002,2
"1962",30,1,0,1,14,69320,23250,1
